Passo,ValorCentral,Tempo_false_32,Tempo_false_64,Tempo_false_128,Tempo_true_32,Tempo_true_64,Tempo_true_128,Tempo_close_32,Tempo_close_64,Tempo_close_128,Tempo_spread_32,Tempo_spread_64,Tempo_spread_128,Tempo_master_32,Tempo_master_64,Tempo_master_128
103,0.97303,0.000008,0.000010,0.013487,0.000006,0.000010,0.013403,0.000006,0.000010,0.013426,0.000006,0.000010,0.013564,0.000006,0.000009,0.013519
104,0.97255,0.000008,0.000010,0.013502,0.000006,0.000010,0.013415,0.000006,0.000010,0.013430,0.000006,0.000010,0.013611,0.000006,0.000010,0.013490
105,0.97208,0.000008,0.000010,0.013477,0.000009,0.000011,0.013444,0.000006,0.000009,0.013452,0.000006,0.000010,0.013571,0.000006,0.000010,0.013524
106,0.97159,0.000007,0.000010,0.013486,0.000006,0.000010,0.013409,0.000006,0.000010,0.013451,0.000006,0.000010,0.013563,0.000006,0.000010,0.013493
107,0.97111,0.000007,0.000010,0.013470,0.000006,0.000010,0.013436,0.000007,0.000010,0.013439,0.000007,0.000010,0.013572,0.000006,0.000010,0.013530
108,0.97062,0.000007,0.000022,0.013422,0.000006,0.000009,0.013417,0.000006,0.000010,0.013427,0.000007,0.000010,0.013553,0.000006,0.000010,0.013504
109,0.97013,0.000007,0.000010,0.013405,0.000006,0.000010,0.013432,0.000006,0.000010,0.013415,0.000007,0.000009,0.013599,0.000007,0.000010,0.013508
110,0.96963,0.000007,0.000010,0.013439,0.000007,0.000010,0.013449,0.000006,0.000009,0.013433,0.000006,0.000010,0.013561,0.000007,0.000010,0.013515
111,0.96914,0.000007,0.000010,0.013480,0.000006,0.000010,0.013454,0.000007,0.000010,0.013428,0.000006,0.000010,0.013563,0.000006,0.000009,0.013507
112,0.96863,0.000007,0.000010,0.013453,0.000006,0.000010,0.013458,0.000006,0.000010,0.013424,0.000006,0.000010,0.013563,0.000006,0.000010,0.013514
113,0.96813,0.000008,0.000010,0.013432,0.000007,0.000010,0.013416,0.000006,0.000010,0.013473,0.000006,0.000009,0.013555,0.000006,0.000010,0.013497
114,0.96762,0.000007,0.000010,0.013401,0.000007,0.000009,0.013428,0.000007,0.000010,0.013438,0.000007,0.000010,0.013556,0.000006,0.000010,0.013471
115,0.96711,0.000007,0.000009,0.013412,0.000006,0.000010,0.013450,0.000006,0.000010,0.013435,0.000006,0.000010,0.013569,0.000007,0.000009,0.013455
116,0.96660,0.000007,0.000010,0.013456,0.000007,0.000009,0.013426,0.000006,0.000010,0.013453,0.000006,0.000010,0.013595,0.000006,0.000010,0.013447
117,0.96608,0.000008,0.000010,0.013414,0.000006,0.000010,0.013406,0.000006,0.000010,0.013421,0.000006,0.000010,0.013560,0.000006,0.000009,0.013490
118,0.96557,0.000007,0.000010,0.013458,0.000006,0.000010,0.013447,0.000006,0.000010,0.013450,0.000006,0.000010,0.013553,0.000012,0.000010,0.013462
119,0.96504,0.000007,0.000010,0.013398,0.000006,0.000010,0.013414,0.000006,0.000010,0.013426,0.000007,0.000010,0.013444,0.000006,0.000010,0.013433
120,0.96452,0.000007,0.000010,0.013413,0.000006,0.000010,0.013421,0.000006,0.000010,0.013451,0.000007,0.000010,0.013492,0.000007,0.000010,0.013509
121,0.96399,0.000008,0.000010,0.013433,0.000006,0.000010,0.013458,0.000006,0.000010,0.013451,0.000007,0.000009,0.013440,0.000006,0.000010,0.013487
122,0.96346,0.000008,0.000010,0.013408,0.000006,0.000010,0.013435,0.000007,0.000010,0.013404,0.000006,0.000010,0.013543,0.000007,0.000010,0.013465
123,0.96293,0.000008,0.000010,0.013445,0.000006,0.000010,0.013435,0.000006,0.000009,0.013453,0.000006,0.000010,0.013577,0.000007,0.000010,0.013457
124,0.96239,0.000007,0.000010,0.013443,0.000007,0.000010,0.013456,0.000006,0.000010,0.013463,0.000006,0.000010,0.013561,0.000006,0.000009,0.013503
125,0.96185,0.000007,0.000010,0.013428,0.000006,0.000010,0.013443,0.000006,0.000010,0.013428,0.000006,0.000010,0.013551,0.000006,0.000010,0.013457
126,0.96131,0.000007,0.000010,0.013418,0.000006,0.000010,0.013422,0.000006,0.000010,0.013434,0.000007,0.000010,0.013550,0.000006,0.000010,0.013508
127,0.96076,0.000007,0.000010,0.013428,0.000006,0.000009,0.013429,0.000006,0.000010,0.013425,0.000007,0.000010,0.013578,0.000006,0.000010,0.013507
128,0.96022,0.000007,0.000010,0.013397,0.000006,0.000010,0.013447,0.000006,0.000010,0.013426,0.000006,0.000010,0.013583,0.000006,0.000009,0.013516
129,0.95967,0.000007,0.000010,0.013410,0.000006,0.000010,0.013425,0.000006,0.000009,0.013429,0.000007,0.000009,0.013581,0.000006,0.000010,0.013481
130,0.95911,0.000006,0.000010,0.013426,0.000006,0.000011,0.013429,0.000006,0.000009,0.013434,0.000006,0.000009,0.013551,0.000007,0.000010,0.013493
131,0.95856,0.000006,0.000010,0.013436,0.000006,0.000009,0.013493,0.000006,0.000009,0.013415,0.000007,0.000010,0.013590,0.000006,0.000010,0.013475
132,0.95800,0.000006,0.000010,0.013416,0.000007,0.000011,0.013442,0.000006,0.000010,0.013458,0.000006,0.000010,0.013607,0.000006,0.000010,0.013530
133,0.95744,0.000007,0.000010,0.013421,0.000006,0.000010,0.013450,0.000006,0.000009,0.013434,0.000006,0.000010,0.013588,0.000006,0.000010,0.013502
134,0.95687,0.000007,0.000010,0.013437,0.000006,0.000010,0.013426,0.000006,0.000010,0.013415,0.000006,0.000010,0.013594,0.000006,0.000010,0.013495
135,0.95631,0.000006,0.000010,0.013430,0.000006,0.000010,0.013429,0.000006,0.000010,0.013408,0.000006,0.000010,0.013581,0.000006,0.000010,0.013474
136,0.95574,0.000006,0.000010,0.013418,0.000006,0.000010,0.013432,0.000006,0.000010,0.013424,0.000006,0.000010,0.013564,0.000006,0.000010,0.013467
137,0.95517,0.000006,0.000010,0.013428,0.000006,0.000009,0.013430,0.000006,0.000010,0.013459,0.000007,0.000010,0.013586,0.000006,0.000010,0.013488
