Passo,ValorCentral,Tempo_false_32,Tempo_false_64,Tempo_false_128,Tempo_true_32,Tempo_true_64,Tempo_true_128,Tempo_close_32,Tempo_close_64,Tempo_close_128,Tempo_spread_32,Tempo_spread_64,Tempo_spread_128,Tempo_master_32,Tempo_master_64,Tempo_master_128
148,0.94871,0.000138,0.000238,0.000787,0.000166,0.000250,0.000803,0.000122,0.000377,0.000652,0.000281,0.000362,0.000460,0.000173,0.000229,0.000675
149,0.94811,0.000139,0.000228,0.000484,0.000143,0.000260,0.000805,0.000117,0.000375,0.000462,0.000290,0.000273,0.000535,0.000171,0.000233,0.000442
150,0.94751,0.000138,0.000230,0.000550,0.000131,0.000255,0.000589,0.000238,0.000423,0.000448,0.000287,0.000335,0.000426,0.000169,0.000266,0.000420
151,0.94690,0.000137,0.000228,0.000494,0.000134,0.000244,0.001468,0.000119,0.001828,0.000604,0.000277,0.000346,0.000454,0.000171,0.000226,0.000417
152,0.94630,0.000141,0.000697,0.000847,0.000138,0.000247,0.000928,0.000115,0.001260,0.000479,0.000277,0.000397,0.000485,0.000176,0.000231,0.000446
153,0.94569,0.000141,0.000233,0.000553,0.000162,0.000257,0.000727,0.000114,0.000317,0.000517,0.000278,0.000366,0.000460,0.000172,0.000236,0.000540
154,0.94507,0.000146,0.000294,0.000501,0.000118,0.000276,0.000557,0.000114,0.000243,0.000691,0.000271,0.000373,0.000647,0.000166,0.000236,0.000461
155,0.94446,0.000139,0.000629,0.000525,0.000116,0.000245,0.000805,0.000129,0.000233,0.000501,0.000273,0.000450,0.000692,0.000169,0.000239,0.000492
156,0.94384,0.000141,0.001960,0.000522,0.000112,0.000288,0.001171,0.000121,0.000304,0.000541,0.000288,0.001156,0.000650,0.000174,0.000237,0.000486
157,0.94322,0.000145,0.000645,0.000558,0.000109,0.000245,0.000984,0.000128,0.000296,0.000660,0.000274,0.000398,0.000711,0.000173,0.000242,0.000612
158,0.94260,0.000143,0.000553,0.001116,0.000057,0.000225,0.001248,0.000127,0.000604,0.000746,0.000285,0.000367,0.000496,0.000171,0.000238,0.000505
159,0.94198,0.000142,0.000394,0.000490,0.000145,0.000281,0.001202,0.000124,0.000369,0.002274,0.000278,0.001229,0.000632,0.000172,0.000240,0.000489
160,0.94135,0.000142,0.000361,0.000551,0.000151,0.000223,0.000918,0.000133,0.000543,0.000738,0.000279,0.001422,0.000586,0.000171,0.000239,0.000760
